COD_AN	PERIODO_ANIO	JORNADA_CODIGO	JORNADA_NOMBRE	NIVELENSE_CODIGO	NIVELENSE_NOMBRE	JORNCAP_CANTIDAD_HOMBRE	JORNCAP_CANTIDAD_MUJER
0049516	2015	1	Completa	02	Básica primaria	1	0
0078275	2015	2	Mañana	01	Preescolar	0	1
0068902	2015	1	Completa	03	Básica secundaria	1	1
0068902	2015	1	Completa	04	Media	0	1
0040971	2015	2	Mañana	02	Básica primaria	2	2
0001064	2015	2	Mañana	02	Básica primaria	2	0
0009281	2015	2	Mañana	01	Preescolar	0	1
0009281	2015	2	Mañana	02	Básica primaria	31	34
0009281	2015	2	Mañana	04	Media	0	1
0009281	2015	2	Mañana	06	Otros modelos educativos para jóvenes y adultos	0	1
0011305	2015	2	Mañana	02	Básica primaria	0	1
0066396	2015	2	Mañana	02	Básica primaria	1	0
0071503	2015	2	Mañana	03	Básica secundaria	0	1
0069946	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	2	0
0004444	2015	3	Tarde	03	Básica secundaria	2	1
0004444	2015	3	Tarde	04	Media	1	0
0017570	2015	3	Tarde	02	Básica primaria	0	1
0065842	2015	1	Completa	02	Básica primaria	4	0
0074347	2015	2	Mañana	02	Básica primaria	2	3
0008392	2015	3	Tarde	03	Básica secundaria	0	1
0037098	2015	2	Mañana	02	Básica primaria	0	2
0068449	2015	2	Mañana	01	Preescolar	1	2
0061715	2015	3	Tarde	03	Básica secundaria	0	2
0043075	2015	2	Mañana	04	Media	2	0
0067728	2015	2	Mañana	01	Preescolar	2	1
0001634	2015	2	Mañana	03	Básica secundaria	0	1
0077011	2015	2	Mañana	01	Preescolar	1	0
0080455	2015	1	Completa	02	Básica primaria	0	1
0059865	2015	2	Mañana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	5
0066777	2015	2	Mañana	02	Básica primaria	3	4
0077645	2015	4	Nocturna	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	2	1
0041049	2015	2	Mañana	02	Básica primaria	0	1
0009337	2015	2	Mañana	03	Básica secundaria	1	0
0009574	2015	2	Mañana	03	Básica secundaria	1	0
0009574	2015	2	Mañana	04	Media	0	1
0000033	2015	2	Mañana	02	Básica primaria	1	0
0026909	2015	2	Mañana	01	Preescolar	1	1
0009228	2015	3	Tarde	02	Básica primaria	28	19
0081379	2015	1	Completa	01	Preescolar	12	11
0001110	2015	1	Completa	02	Básica primaria	1	0
0061278	2015	1	Completa	01	Preescolar	1	1
0045863	2015	3	Tarde	03	Básica secundaria	1	0
0068448	2015	1	Completa	02	Básica primaria	0	2
0031294	2015	1	Completa	02	Básica primaria	1	0
0007175	2015	1	Completa	02	Básica primaria	0	1
0007175	2015	1	Completa	03	Básica secundaria	2	0
0068448	2015	1	Completa	01	Preescolar	0	1
0006034	2015	2	Mañana	02	Básica primaria	0	1
0072864	2015	2	Mañana	02	Básica primaria	2	3
0072864	2015	3	Tarde	01	Preescolar	4	6
0068631	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	89	67
0039336	2015	2	Mañana	02	Básica primaria	1	0
0082408	2015	1	Completa	02	Básica primaria	1	1
0076711	2015	1	Completa	03	Básica secundaria	1	0
0079205	2015	2	Mañana	02	Básica primaria	9	13
0034380	2015	5	Fin de Semana	06	Otros modelos educativos para jóvenes y adultos	5	5
0081354	2015	1	Completa	01	Preescolar	3	2
0081354	2015	1	Completa	02	Básica primaria	2	2
0028484	2015	2	Mañana	02	Básica primaria	2	0
0028484	2015	2	Mañana	03	Básica secundaria	3	3
0028484	2015	2	Mañana	04	Media	9	2
0072580	2015	2	Mañana	02	Básica primaria	2	0
0046874	2015	3	Tarde	02	Básica primaria	0	1
0000891	2015	1	Completa	03	Básica secundaria	2	0
0005744	2015	2	Mañana	02	Básica primaria	0	1
0072095	2015	3	Tarde	01	Preescolar	0	1
0003713	2015	2	Mañana	02	Básica primaria	0	1
0080417	2015	2	Mañana	01	Preescolar	7	13
0048265	2015	2	Mañana	02	Básica primaria	0	1
0026888	2015	2	Mañana	03	Básica secundaria	0	1
0009228	2015	2	Mañana	03	Básica secundaria	42	12
0009228	2015	2	Mañana	04	Media	13	3
0070170	2015	1	Completa	03	Básica secundaria	6	0
0066893	2015	1	Completa	01	Preescolar	0	1
0066893	2015	1	Completa	03	Básica secundaria	2	1
0066893	2015	1	Completa	04	Media	2	1
0009036	2015	2	Mañana	03	Básica secundaria	1	0
0008262	2015	2	Mañana	02	Básica primaria	2	2
0008193	2015	2	Mañana	02	Básica primaria	2	4
0008193	2015	2	Mañana	03	Básica secundaria	3	4
0008193	2015	2	Mañana	04	Media	2	3
0068739	2015	2	Mañana	01	Preescolar	4	5
0068739	2015	2	Mañana	02	Básica primaria	24	16
0011545	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	3	5
0073127	2015	2	Mañana	02	Básica primaria	0	1
0011545	2015	2	Mañana	01	Preescolar	2	2
0011545	2015	2	Mañana	02	Básica primaria	1	3
0011509	2015	3	Tarde	02	Básica primaria	0	1
0000922	2015	3	Tarde	02	Básica primaria	1	0
0017570	2015	2	Mañana	03	Básica secundaria	1	1
0061359	2015	3	Tarde	03	Básica secundaria	2	3
0058409	2015	2	Mañana	01	Preescolar	0	1
0058409	2015	2	Mañana	02	Básica primaria	3	2
0058409	2015	2	Mañana	03	Básica secundaria	1	1
0058409	2015	2	Mañana	04	Media	1	1
0034548	2015	5	Fin de Semana	06	Otros modelos educativos para jóvenes y adultos	2	0
0081669	2015	1	Completa	02	Básica primaria	0	1
0009842	2015	3	Tarde	02	Básica primaria	0	1
0066323	2015	2	Mañana	04	Media	1	0
0000827	2015	2	Mañana	02	Básica primaria	1	0
0001891	2015	3	Tarde	03	Básica secundaria	1	1
0026918	2015	2	Mañana	02	Básica primaria	1	0
0010523	2015	3	Tarde	01	Preescolar	1	1
0055432	2015	2	Mañana	02	Básica primaria	2	2
0041734	2015	2	Mañana	03	Básica secundaria	1	0
0009021	2015	2	Mañana	03	Básica secundaria	2	0
0077543	2015	2	Mañana	01	Preescolar	1	0
0041734	2015	2	Mañana	04	Media	1	0
0010523	2015	3	Tarde	02	Básica primaria	3	3
0009228	2015	4	Nocturna	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	0
0004285	2015	2	Mañana	04	Media	1	0
0005862	2015	2	Mañana	02	Básica primaria	1	0
0024992	2015	2	Mañana	01	Preescolar	3	0
0024992	2015	2	Mañana	02	Básica primaria	6	4
0024992	2015	2	Mañana	03	Básica secundaria	1	4
0024992	2015	2	Mañana	04	Media	0	1
0058528	2015	2	Mañana	01	Preescolar	4	1
0058528	2015	2	Mañana	02	Básica primaria	2	1
0007742	2015	3	Tarde	02	Básica primaria	1	0
0023459	2015	2	Mañana	02	Básica primaria	1	0
0061512	2015	2	Mañana	02	Básica primaria	1	0
0069449	2015	1	Completa	03	Básica secundaria	1	0
0006248	2015	2	Mañana	04	Media	0	1
0082424	2015	1	Completa	02	Básica primaria	1	1
0061666	2015	2	Mañana	01	Preescolar	4	0
0061666	2015	2	Mañana	03	Básica secundaria	1	0
0080796	2015	3	Tarde	01	Preescolar	1	1
0048601	2015	2	Mañana	03	Básica secundaria	0	1
0000852	2015	2	Mañana	03	Básica secundaria	4	2
0000852	2015	2	Mañana	04	Media	4	0
0009417	2015	2	Mañana	02	Básica primaria	4	0
0055685	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	2	2
0058710	2015	1	Completa	02	Básica primaria	1	0
0058710	2015	1	Completa	03	Básica secundaria	1	0
0008195	2015	2	Mañana	03	Básica secundaria	1	0
0070301	2015	2	Mañana	02	Básica primaria	0	1
0061359	2015	2	Mañana	02	Básica primaria	2	2
0036819	2015	1	Completa	02	Básica primaria	0	1
0065739	2015	1	Completa	04	Media	1	1
0065002	2015	1	Completa	02	Básica primaria	0	1
0065002	2015	1	Completa	04	Media	0	1
0066214	2015	1	Completa	01	Preescolar	1	1
0008388	2015	3	Tarde	02	Básica primaria	1	0
0039698	2015	2	Mañana	02	Básica primaria	1	0
0011507	2015	2	Mañana	03	Básica secundaria	1	0
0076542	2015	2	Mañana	01	Preescolar	5	5
0031580	2015	2	Mañana	02	Básica primaria	1	0
0039333	2015	2	Mañana	02	Básica primaria	1	0
0005886	2015	2	Mañana	03	Básica secundaria	0	1
0074186	2015	3	Tarde	02	Básica primaria	1	0
0070301	2015	2	Mañana	01	Preescolar	2	0
0070301	2015	2	Mañana	03	Básica secundaria	2	0
0080602	2015	1	Completa	02	Básica primaria	0	2
0038741	2015	2	Mañana	03	Básica secundaria	23	36
0038741	2015	4	Nocturna	06	Otros modelos educativos para jóvenes y adultos	5	8
0038741	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	13	6
0054571	2015	2	Mañana	03	Básica secundaria	8	5
0010520	2015	2	Mañana	02	Básica primaria	2	2
0075741	2015	1	Completa	02	Básica primaria	1	0
0075741	2015	1	Completa	03	Básica secundaria	1	0
0009337	2015	3	Tarde	02	Básica primaria	1	0
0061449	2015	1	Completa	01	Preescolar	28	33
0061449	2015	1	Completa	02	Básica primaria	88	81
0061449	2015	1	Completa	03	Básica secundaria	91	95
0061449	2015	1	Completa	04	Media	62	45
0003933	2015	2	Mañana	02	Básica primaria	1	0
0081655	2015	2	Mañana	02	Básica primaria	0	1
0080319	2015	2	Mañana	02	Básica primaria	0	1
0052211	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	27	28
0010526	2015	2	Mañana	01	Preescolar	2	3
0010526	2015	2	Mañana	02	Básica primaria	1	2
0010526	2015	3	Tarde	01	Preescolar	1	1
0010526	2015	3	Tarde	02	Básica primaria	1	1
0070873	2015	3	Tarde	02	Básica primaria	2	1
0070873	2015	3	Tarde	03	Básica secundaria	2	1
0066490	2015	2	Mañana	02	Básica primaria	10	8
0057440	2015	2	Mañana	02	Básica primaria	0	1
0000919	2015	3	Tarde	02	Básica primaria	2	0
0011325	2015	1	Completa	02	Básica primaria	17	41
0011325	2015	1	Completa	03	Básica secundaria	24	118
0011325	2015	1	Completa	04	Media	15	42
0011545	2015	4	Nocturna	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	0
0067482	2015	1	Completa	04	Media	0	1
0008193	2015	3	Tarde	01	Preescolar	1	0
0008193	2015	3	Tarde	02	Básica primaria	1	2
0008193	2015	3	Tarde	03	Básica secundaria	1	1
0008193	2015	3	Tarde	04	Media	1	3
0032064	2015	1	Completa	02	Básica primaria	1	0
0061921	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	0
0078038	2015	1	Completa	03	Básica secundaria	2	0
0078038	2015	1	Completa	04	Media	1	0
0002834	2015	3	Tarde	02	Básica primaria	0	1
0073317	2015	2	Mañana	01	Preescolar	1	0
0059945	2015	1	Completa	01	Preescolar	5	1
0059945	2015	1	Completa	04	Media	2	0
0031562	2015	2	Mañana	02	Básica primaria	1	0
0033959	2015	2	Mañana	02	Básica primaria	1	0
0068728	2015	1	Completa	03	Básica secundaria	1	0
0032982	2015	2	Mañana	01	Preescolar	1	0
0068728	2015	1	Completa	02	Básica primaria	2	0
0068728	2015	1	Completa	04	Media	1	1
0067763	2015	2	Mañana	02	Básica primaria	1	0
0067704	2015	1	Completa	01	Preescolar	1	0
0065800	2015	1	Completa	01	Preescolar	0	1
0070384	2015	2	Mañana	01	Preescolar	0	1
0077645	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	1
0011741	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	1	0
0001565	2015	1	Completa	02	Básica primaria	0	1
0010523	2015	2	Mañana	02	Básica primaria	1	2
0062559	2015	1	Completa	02	Básica primaria	1	0
0010523	2015	2	Mañana	01	Preescolar	1	1
0035696	2015	1	Completa	02	Básica primaria	1	1
0008263	2015	2	Mañana	03	Básica secundaria	3	2
0045532	2015	2	Mañana	01	Preescolar	10	5
0045532	2015	2	Mañana	02	Básica primaria	19	17
0012037	2015	2	Mañana	02	Básica primaria	0	2
0000029	2015	2	Mañana	03	Básica secundaria	4	1
0000029	2015	2	Mañana	04	Media	2	1
0000029	2015	3	Tarde	02	Básica primaria	2	0
0000029	2015	3	Tarde	03	Básica secundaria	3	0
0001482	2015	2	Mañana	01	Preescolar	2	4
0001482	2015	2	Mañana	03	Básica secundaria	5	9
0001482	2015	2	Mañana	04	Media	2	3
0001482	2015	3	Tarde	02	Básica primaria	5	16
0001482	2015	4	Nocturna	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	8	6
0001048	2015	2	Mañana	03	Básica secundaria	1	0
0071779	2015	1	Completa	02	Básica primaria	1	1
0061561	2015	2	Mañana	03	Básica secundaria	1	0
0045363	2015	2	Mañana	02	Básica primaria	1	1
0071779	2015	1	Completa	03	Básica secundaria	3	3
0006118	2015	3	Tarde	02	Básica primaria	1	0
0029080	2015	2	Mañana	03	Básica secundaria	3	1
0029080	2015	3	Tarde	04	Media	1	0
0033057	2015	2	Mañana	02	Básica primaria	1	0
0001452	2015	2	Mañana	03	Básica secundaria	8	14
0059865	2015	5	Fin de Semana	05	CLEI (Ciclos lectivos integrados - decreto 3011 de 1997)	5	4
0066587	2015	1	Completa	04	Media	1	0
0001076	2015	1	Completa	03	Básica secundaria	2	0
0081337	2015	2	Mañana	01	Preescolar	18	22
0081337	2015	2	Mañana	02	Básica primaria	110	89
0053803	2015	2	Mañana	03	Básica secundaria	114	93
0053803	2015	2	Mañana	04	Media	31	53
0073906	2015	1	Completa	02	Básica primaria	10	7
0073906	2015	1	Completa	03	Básica secundaria	20	8
0073906	2015	1	Completa	04	Media	9	4
0079223	2015	2	Mañana	01	Preescolar	6	9
0079223	2015	2	Mañana	02	Básica primaria	14	8
